age,job,marital,education,balance,housing,loan,contact,day,month,duration,campaign,previous,poutcome,deposit
44.0,10,2,0,121,0,0,0,10,8,412,1,0.0,3,1
33.0,5,2,2,82,1,0,0,25,7,735,1,0.0,3,1
33.0,3,0,0,935,0,0,0,9,2,385,2,2.5,0,1
57.0,2,2,2,3754,0,0,0,5,2,1033,2,0.0,3,1
38.0,3,0,0,104,1,0,0,6,5,606,3,0.0,3,1
49.0,3,2,0,4087,0,0,0,12,8,884,4,0.0,3,1
45.0,11,2,1,1529,1,0,0,13,11,181,1,1.0,0,1
25.0,7,0,2,102,0,1,0,8,7,574,2,0.0,3,1
22.0,9,0,2,1796,0,0,0,28,6,369,3,0.0,3,1
32.0,3,0,0,935,0,0,0,10,8,161,2,2.5,2,1
36.0,8,0,2,365,0,0,0,4,5,643,1,0.0,3,1
32.0,3,1,0,222,0,1,0,15,7,820,4,0.0,3,1
45.0,11,0,2,0,0,0,0,5,8,374,2,1.0,0,1
35.0,9,0,2,1015,1,0,2,5,6,406,2,0.0,3,1
23.0,0,0,2,107,0,0,0,14,10,84,1,1.0,0,1
50.0,11,2,3,82,0,0,1,5,4,456,1,0.0,3,1
31.0,3,2,0,877,0,0,0,9,6,192,1,2.5,1,1
61.0,1,2,0,2557,1,0,0,10,11,89,1,2.5,0,1
42.0,11,2,3,1673,1,0,0,17,4,636,3,0.0,3,1
39.0,11,2,2,2467,0,0,0,19,7,207,2,2.5,1,1
37.0,7,0,2,980,0,0,0,8,8,1033,5,0.0,3,1
30.0,11,0,2,183,1,0,0,18,7,610,1,0.0,3,1
55.0,2,1,2,387,1,0,2,6,5,918,1,0.0,3,1
30.0,8,1,3,459,1,0,0,18,7,494,1,0.0,3,1
57.0,3,2,0,1227,0,0,0,5,6,232,1,0.0,3,1
31.0,2,0,0,302,0,0,0,3,2,349,1,2.5,0,1
37.0,10,1,2,175,1,1,2,13,5,753,6,0.0,3,1
34.0,11,2,2,182,0,0,0,6,8,938,2,0.0,3,1
31.0,7,2,2,-367,1,0,0,18,7,474,2,0.0,3,1
52.0,7,2,0,876,0,0,0,4,5,601,3,0.0,3,1
48.0,2,1,2,201,0,0,0,10,11,594,1,1.0,0,1
73.0,1,2,3,796,0,0,0,23,10,427,1,2.0,2,1
54.0,1,1,0,0,0,0,2,13,5,618,1,0.0,3,1
38.0,5,2,2,1559,0,0,0,3,3,136,2,1.0,2,1
39.0,11,2,3,70,0,0,2,8,5,813,1,0.0,3,1
44.0,6,0,0,2734,1,0,0,12,5,897,4,0.0,3,1
29.0,5,0,2,3528,0,0,0,8,10,137,1,0.0,3,1
51.0,3,2,0,469,0,0,0,15,4,200,1,2.0,0,1
31.0,11,2,2,3311,1,0,2,20,5,719,1,0.0,3,1
33.0,8,0,2,152,1,0,0,25,5,202,2,2.0,0,1
39.0,6,2,0,1047,0,0,2,6,6,554,1,0.0,3,1
30.0,7,2,2,484,1,0,2,6,5,703,1,0.0,3,1
39.0,7,2,2,1587,1,0,0,8,9,108,2,2.5,0,1
25.0,3,2,0,4087,0,0,0,11,3,796,5,0.0,3,1
57.0,5,0,2,3551,1,0,0,12,5,458,1,0.0,3,1
35.0,3,2,0,495,0,0,0,30,4,266,1,1.0,2,1
27.0,11,0,2,3792,0,0,0,22,4,279,2,0.0,3,1
27.0,7,0,2,489,1,0,0,30,7,356,4,0.0,3,1
28.0,6,0,0,159,0,0,0,16,11,449,2,2.5,0,1
41.0,5,0,2,985,1,0,0,30,6,274,2,2.5,0,1
46.0,11,2,3,369,1,0,2,13,5,916,2,0.0,3,1
38.0,3,1,2,257,1,0,0,30,4,435,1,0.0,3,1
35.0,7,2,2,2779,0,0,0,22,10,118,2,0.0,3,1
24.0,8,0,2,638,1,1,0,7,5,792,3,0.0,3,1
24.0,11,0,2,833,1,0,0,15,5,956,1,0.0,3,1
28.0,3,0,0,4087,0,0,0,2,7,276,2,0.0,3,1
28.0,5,0,2,4087,0,0,1,12,5,360,1,2.5,0,1
53.0,3,2,2,2693,0,0,0,5,3,90,1,1.0,2,1
45.0,3,2,0,160,0,0,0,10,11,182,2,1.0,0,1
33.0,8,2,2,1697,0,0,0,3,11,179,1,0.0,3,1
51.0,3,2,0,0,0,0,2,7,6,302,1,0.0,3,1
32.0,7,0,0,-770,1,0,0,18,5,618,1,0.0,3,1
65.0,1,2,2,4087,0,0,1,8,4,523,2,0.0,3,1
32.0,11,2,3,3136,1,0,0,19,11,820,1,0.0,3,1
67.0,1,2,3,1430,0,0,0,11,1,499,2,2.5,2,1
53.0,7,2,2,4087,0,0,0,13,5,1033,2,0.0,3,1
41.0,11,1,3,664,0,1,0,15,7,955,5,0.0,3,1
30.0,11,0,2,49,0,0,0,30,1,808,2,0.0,3,1
37.0,11,2,2,604,1,0,0,7,10,371,1,1.0,2,1
27.0,7,0,0,931,1,0,0,4,2,1033,1,0.0,3,1
74.5,1,2,0,699,0,0,0,13,8,425,2,0.0,3,1
32.0,5,0,2,212,0,0,0,7,7,830,5,0.0,3,1
25.0,3,0,0,362,0,0,0,3,6,617,2,0.0,3,1
32.0,3,0,0,2667,1,0,0,12,8,971,2,0.0,3,1
43.0,7,2,2,-754,1,1,0,9,7,727,3,0.0,3,1
30.0,8,2,2,517,0,0,0,11,12,141,2,0.0,3,1
59.0,3,1,0,258,1,0,1,29,10,266,1,0.0,3,1
61.0,1,2,0,3140,1,1,0,6,8,975,4,1.0,3,1
32.0,6,0,0,658,1,0,0,27,3,283,1,0.0,3,1
37.0,3,2,0,255,0,0,0,24,2,562,2,2.5,0,1
51.0,6,2,0,4087,1,1,0,31,7,612,4,0.0,3,1
55.0,3,1,0,4087,1,0,0,5,6,103,2,1.0,1,1
38.0,3,0,0,3646,1,0,0,12,5,1033,2,1.0,1,1
47.0,5,2,2,368,0,0,0,21,5,403,1,2.5,0,1
59.0,8,1,2,1,1,0,0,28,1,602,1,2.5,1,1
51.0,1,2,2,1435,0,0,2,11,6,587,1,0.0,3,1
25.0,5,0,2,122,1,0,0,7,5,481,2,0.0,3,1
67.0,1,1,3,2027,0,0,0,15,3,161,2,0.0,3,1
58.0,10,2,2,496,0,0,0,22,4,132,1,0.0,3,1
52.0,3,0,0,83,0,0,0,26,8,1033,6,0.0,3,1
54.0,7,0,0,467,1,0,0,18,7,674,3,0.0,3,1
27.0,7,0,2,0,0,1,0,8,7,732,1,0.0,3,1
41.0,8,2,2,471,1,0,0,13,5,954,2,2.5,0,1
72.0,1,2,2,4087,0,0,0,17,5,1033,1,2.0,0,1
24.0,11,2,2,-389,1,1,2,4,6,1033,1,0.0,3,1
36.0,5,0,0,364,0,1,0,31,8,185,1,1.0,2,1
39.0,8,2,2,25,1,1,0,12,5,658,1,2.5,2,1
55.0,7,1,2,3450,0,0,0,10,2,169,1,1.0,2,1
35.0,5,2,2,2374,1,0,0,11,8,765,2,2.5,0,1
32.0,7,0,0,4087,0,0,0,22,4,319,1,1.0,0,1
29.0,11,0,0,455,0,0,1,27,5,214,2,1.0,0,1
59.0,8,0,2,739,0,0,0,14,1,408,1,0.0,3,1
33.0,3,2,2,336,0,0,0,15,4,179,3,0.0,3,1
30.0,8,1,2,436,1,0,0,17,6,1033,1,0.0,3,1
30.0,3,0,0,536,0,0,0,2,7,309,1,0.0,3,1
37.0,3,2,0,0,0,0,0,16,7,268,2,2.5,0,1
39.0,3,0,0,0,1,0,0,18,2,224,3,0.0,3,1
40.0,11,2,1,1181,1,0,0,4,2,718,2,2.0,0,1
29.0,3,0,0,265,0,0,0,22,5,491,1,0.0,3,1
24.0,2,0,2,2573,0,0,0,24,5,375,2,0.0,3,1
31.0,11,2,3,-537,1,1,0,21,7,1033,6,0.0,3,1
62.0,3,2,2,1128,0,0,0,2,9,236,1,2.5,1,1
33.0,5,2,1,2780,0,0,0,19,11,485,1,0.0,3,1
67.0,3,2,0,405,0,0,0,10,11,344,2,2.0,0,1
44.0,6,2,2,706,0,0,2,5,11,204,1,0.0,3,1
74.5,1,2,2,2661,0,0,0,10,11,254,5,0.0,3,1
30.0,7,0,2,2734,0,0,0,21,11,459,3,0.0,3,1
38.0,9,2,3,196,0,0,0,30,4,574,1,0.0,3,1
31.0,3,0,0,533,0,0,1,12,5,372,1,2.5,0,1
38.0,7,2,2,4087,0,0,0,21,8,252,4,0.0,3,1
36.0,8,0,2,1227,1,1,0,4,5,775,5,2.5,2,1
30.0,11,2,2,5,0,0,0,17,4,840,3,0.0,3,1
34.0,7,2,0,197,0,0,0,20,8,78,3,0.0,3,1
27.0,3,0,3,13,0,0,0,30,1,475,3,0.0,3,1
32.0,5,2,0,284,1,0,0,29,4,717,3,0.0,3,1
37.0,3,0,0,33,1,0,0,12,3,186,1,0.0,3,1
56.0,3,2,0,2333,0,0,0,4,5,244,1,0.0,3,1
28.0,11,0,2,1705,0,0,0,17,12,412,2,0.0,3,1
49.0,11,2,2,2039,1,0,0,6,5,451,1,2.0,2,1
23.0,0,0,2,381,0,0,0,23,2,696,1,2.0,1,1
56.0,1,2,2,3738,1,0,0,17,4,156,1,2.5,1,1
54.0,11,1,3,4087,0,0,1,13,5,414,1,2.0,0,1
59.0,3,2,0,553,1,0,0,7,7,1033,3,0.0,3,1
53.0,7,2,2,-725,1,0,2,27,5,1033,1,0.0,3,1
51.0,1,2,3,67,0,0,2,18,6,835,1,0.0,3,1
31.0,2,2,0,330,0,0,0,13,7,309,1,2.5,0,1
62.0,3,1,0,4087,0,0,1,17,2,196,4,0.0,3,1
38.0,7,0,0,25,1,0,0,1,6,232,2,0.0,3,1
25.0,3,0,0,316,0,0,0,27,3,347,2,0.0,3,1
43.0,7,1,1,4087,0,0,0,8,4,618,1,0.0,3,1
45.0,5,1,2,0,0,0,0,29,10,264,1,0.0,3,1
74.5,1,1,3,1389,0,0,0,8,4,335,1,0.0,3,1
30.0,3,0,0,398,0,0,0,27,10,102,1,2.5,0,1
69.0,1,1,0,247,0,0,0,22,4,138,2,0.0,3,1
48.0,10,2,2,0,0,1,0,28,7,431,2,0.0,3,1
31.0,5,0,2,131,1,0,0,15,6,151,1,0.0,3,1
57.0,1,0,3,604,0,0,0,19,11,187,1,0.0,3,0
45.0,5,1,2,0,1,0,0,17,11,102,1,0.0,3,0
48.0,11,2,2,238,1,1,0,2,6,118,2,1.0,0,0
34.0,5,0,2,673,1,0,0,29,1,89,1,2.0,2,0
37.0,10,2,0,4087,0,0,0,21,11,102,1,0.0,3,0
32.0,3,2,0,3696,0,0,2,21,5,315,3,0.0,3,0
35.0,6,2,2,347,0,0,2,20,6,231,1,0.0,3,0
31.0,11,2,3,-199,1,1,1,12,5,149,5,2.5,2,0
54.0,7,2,0,337,1,0,2,28,5,302,2,0.0,3,0
52.0,2,2,2,4087,0,0,0,26,5,309,1,0.0,3,0
29.0,6,0,2,970,1,0,0,13,5,240,1,0.0,3,0
34.0,8,0,2,258,1,0,2,4,6,131,2,0.0,3,0
37.0,11,1,2,614,1,0,2,20,5,185,1,0.0,3,0
66.0,9,2,2,1929,0,0,0,2,2,169,1,0.0,3,0
33.0,7,2,2,2362,1,0,0,26,8,271,4,0.0,3,0
60.0,1,2,2,4087,1,1,0,18,8,98,6,0.0,3,0
55.0,3,1,0,608,1,0,0,7,5,161,2,0.0,3,0
34.0,11,0,2,3723,1,0,2,27,5,47,5,0.0,3,0
52.0,11,2,3,117,0,1,0,24,7,164,2,0.0,3,0
29.0,8,2,2,363,1,0,0,15,5,164,1,0.0,3,0
43.0,8,1,2,130,1,0,2,8,5,193,1,0.0,3,0
57.0,8,1,3,2225,1,0,0,18,5,8,4,0.0,3,0
32.0,11,2,3,-105,1,1,1,31,7,454,6,0.0,3,0
67.0,4,2,0,4087,0,0,1,30,10,70,3,0.0,3,0
45.0,8,2,2,222,0,0,0,25,8,119,6,0.0,3,0
47.0,7,0,2,736,0,0,0,29,7,212,2,0.0,3,0
31.0,6,0,0,84,0,0,0,6,8,157,4,0.0,3,0
52.0,11,1,3,196,1,0,2,7,5,119,3,0.0,3,0
41.0,7,2,2,2123,0,0,0,8,8,130,2,0.0,3,0
35.0,11,0,2,-482,1,0,2,27,5,472,1,0.0,3,0
48.0,3,1,0,700,1,0,0,29,8,488,2,0.0,3,0
53.0,11,2,3,1388,0,0,0,7,8,139,4,0.0,3,0
59.0,10,2,3,222,0,0,0,18,11,97,1,0.0,3,0
26.0,11,0,2,592,1,1,2,27,5,174,1,0.0,3,0
30.0,3,2,0,0,0,0,0,14,8,95,2,0.0,3,0
56.0,6,2,0,411,0,0,2,19,6,145,4,0.0,3,0
41.0,11,1,2,-104,1,0,2,16,5,32,3,0.0,3,0
52.0,7,2,2,475,1,0,0,28,7,121,3,0.0,3,0
35.0,5,0,2,181,1,0,0,18,5,217,4,1.0,2,0
41.0,3,2,0,653,1,0,1,17,11,60,2,0.0,3,0
39.0,3,2,0,0,1,0,2,2,6,46,2,0.0,3,0
51.0,3,2,0,0,1,1,0,19,8,263,1,1.0,1,0
46.0,11,2,2,942,0,0,0,18,11,240,3,2.0,2,0
43.0,7,1,3,13,0,1,0,9,7,977,4,0.0,3,0
31.0,7,0,2,200,0,0,0,6,8,315,2,0.0,3,0
56.0,2,2,2,660,1,0,2,6,6,72,3,0.0,3,0
35.0,10,2,2,1309,1,0,0,18,11,73,3,0.0,3,0
58.0,6,2,0,-364,1,0,2,5,5,355,1,0.0,3,0
33.0,7,2,2,-616,1,1,2,27,5,320,1,0.0,3,0
36.0,11,0,2,2596,0,0,2,18,6,60,6,0.0,3,0
49.0,10,0,2,4087,0,0,0,12,8,175,3,2.0,0,0
47.0,7,2,2,568,1,0,1,14,7,256,2,0.0,3,0
61.0,1,2,3,296,1,1,2,3,6,323,2,0.0,3,0
45.0,8,2,2,561,1,0,2,29,5,340,6,0.0,3,0
53.0,3,1,0,2894,1,0,0,5,5,163,1,0.0,3,0
31.0,3,2,0,2344,1,0,0,14,8,221,6,0.0,3,0
35.0,5,2,2,1345,1,0,0,23,7,135,1,0.0,3,0
55.0,3,2,0,171,1,0,0,8,8,73,6,0.0,3,0
50.0,7,2,2,1838,1,1,0,13,8,221,6,0.0,3,0
53.0,4,2,1,549,0,0,1,28,1,74,2,0.0,3,0
45.0,5,2,2,1097,1,1,0,2,2,174,1,1.0,2,0
45.0,2,2,0,1148,0,0,0,19,11,782,2,0.0,3,0
32.0,7,0,0,3818,0,0,0,18,8,100,4,0.0,3,0
33.0,11,2,3,934,1,0,2,4,6,244,2,0.0,3,0
51.0,11,2,3,-637,1,1,0,19,11,233,2,0.0,3,0
27.0,9,2,2,65,1,1,0,17,7,59,1,0.0,3,0
37.0,7,2,2,24,1,0,0,13,8,136,1,2.0,2,0
45.0,11,2,3,907,0,0,0,18,8,230,6,0.0,3,0
40.0,11,2,2,100,1,0,2,29,5,218,2,0.0,3,0
41.0,11,2,3,686,1,0,0,21,11,888,3,0.0,3,0
35.0,3,0,0,3,1,1,0,6,2,217,1,0.0,3,0
62.0,1,2,0,4087,1,0,0,15,10,73,1,0.0,3,0
42.0,7,2,2,-197,1,0,0,6,8,66,6,0.0,3,0
38.0,3,1,0,4087,1,0,0,20,11,640,1,0.0,3,0
36.0,7,0,2,664,0,0,0,22,8,309,3,0.0,3,0
59.0,8,2,2,307,1,1,2,6,5,250,6,0.0,3,0
46.0,8,1,2,5,1,1,0,29,1,305,2,0.0,3,0
42.0,11,2,3,-67,1,0,2,9,5,128,1,0.0,3,0
27.0,0,0,2,3754,0,0,0,15,3,106,3,1.0,1,0
44.0,7,2,2,1139,1,0,0,30,1,64,1,0.0,3,0
32.0,8,2,2,250,1,0,2,29,5,202,1,0.0,3,0
32.0,6,1,0,3695,1,0,0,15,5,34,1,2.5,1,0
43.0,11,2,2,1025,1,0,0,2,6,106,1,0.0,3,0
38.0,3,2,0,328,0,0,0,8,8,230,2,0.0,3,0
40.0,8,2,2,0,1,0,0,2,6,297,1,2.5,2,0
44.0,3,2,0,4087,1,1,2,13,5,129,1,0.0,3,0
49.0,3,1,0,1904,0,1,0,17,11,131,2,0.0,3,0
37.0,3,2,0,347,1,0,0,22,7,282,1,0.0,3,0
40.0,2,2,2,1289,0,0,0,26,5,260,2,0.0,3,0
54.0,3,1,0,129,1,0,2,30,5,132,1,0.0,3,0
38.0,11,2,3,178,1,0,2,20,5,245,1,0.0,3,0
45.0,3,2,0,81,0,1,0,30,7,61,3,0.0,3,0
49.0,6,2,0,599,0,0,0,12,8,174,1,0.0,3,0
46.0,7,2,2,190,1,0,0,12,8,370,2,0.0,3,0
39.0,11,2,2,0,1,0,2,6,5,262,1,0.0,3,0
56.0,3,2,0,563,1,0,0,6,5,100,2,1.0,2,0
37.0,11,2,2,105,1,0,2,8,5,69,2,0.0,3,0
39.0,3,2,0,3518,1,0,0,8,5,440,1,0.0,3,0
53.0,6,2,2,248,0,1,0,17,11,99,1,2.5,2,0
38.0,11,2,2,961,1,0,2,16,5,346,1,0.0,3,0
25.0,7,0,0,640,1,0,2,13,5,492,2,0.0,3,0
35.0,7,2,2,1144,0,0,0,20,8,197,6,0.0,3,0
47.0,2,2,3,0,0,0,2,18,6,308,1,0.0,3,0
40.0,3,2,0,4087,0,0,1,29,7,126,2,0.0,3,0
31.0,6,2,0,1134,0,0,0,6,2,174,2,0.0,3,0
50.0,7,2,3,570,0,0,2,20,6,21,3,0.0,3,0
40.0,11,2,2,0,1,0,2,16,5,167,2,0.0,3,0
55.0,1,2,0,357,1,0,0,11,8,526,1,1.0,2,0
31.0,8,2,2,593,1,0,0,19,11,391,2,0.0,3,0
59.0,11,2,3,229,1,1,2,7,5,19,1,0.0,3,0
52.0,3,2,3,0,0,0,2,5,6,85,3,0.0,3,0
55.0,4,2,2,1157,0,0,0,12,7,289,1,2.0,2,0
49.0,3,2,0,234,0,0,0,22,8,55,6,0.0,3,0
31.0,6,2,0,322,1,0,2,8,5,159,1,0.0,3,0
55.0,10,2,2,113,1,0,2,12,6,186,1,0.0,3,0
38.0,10,2,2,2139,1,0,2,9,5,576,1,0.0,3,0
52.0,2,2,2,2251,1,0,2,3,6,58,6,0.0,3,0
57.0,3,1,1,0,0,0,2,13,5,95,1,0.0,3,0
65.0,3,1,0,2756,0,0,0,23,9,1033,2,0.0,3,0
53.0,1,2,0,4087,0,0,0,13,8,88,2,0.0,3,0
34.0,7,0,0,2047,1,0,0,28,7,57,5,0.0,3,0
41.0,6,0,0,0,0,0,0,18,11,256,1,0.0,3,0
44.0,2,2,0,1151,1,0,2,5,6,127,2,0.0,3,0
49.0,7,2,2,4087,0,0,0,25,8,60,4,0.0,3,0
39.0,7,2,2,1,1,0,2,26,5,506,2,0.0,3,0
54.0,3,2,0,203,0,0,0,21,11,70,1,0.0,3,0
22.0,0,0,2,2162,0,0,1,2,2,168,1,0.0,3,0
31.0,5,2,2,337,0,0,2,12,5,51,1,0.0,3,0
53.0,9,2,1,0,0,0,0,22,8,207,1,0.0,3,0
59.0,7,1,2,2,0,0,0,26,8,164,2,0.0,3,0
59.0,5,2,2,1365,0,0,2,19,6,327,1,0.0,3,0
56.0,3,2,0,2366,1,1,0,3,2,538,2,2.5,2,0
52.0,3,1,0,-803,1,0,0,7,8,131,3,0.0,3,0
57.0,10,1,0,873,0,0,2,17,6,441,3,0.0,3,0
41.0,5,2,2,-76,1,0,0,16,4,263,1,0.0,3,0
39.0,9,2,0,2990,0,0,1,30,4,127,4,0.0,3,0
35.0,3,1,0,538,1,0,2,12,5,66,4,0.0,3,0
53.0,3,1,0,4087,1,0,1,23,7,203,2,0.0,3,0
35.0,7,2,2,840,1,0,0,29,7,281,4,0.0,3,0
25.0,7,0,2,1847,0,0,0,26,5,137,2,0.0,3,0
34.0,8,2,2,40,1,0,0,17,7,302,2,0.0,3,0
38.0,6,2,2,30,0,0,2,16,6,91,1,0.0,3,0
42.0,3,2,3,860,1,0,2,15,5,90,3,0.0,3,0
28.0,6,0,2,123,1,0,2,9,5,97,1,0.0,3,0
35.0,11,2,2,667,1,0,0,14,5,10,5,2.5,1,0
34.0,5,0,2,601,0,0,0,17,11,184,3,0.0,3,0
32.0,7,2,2,616,1,0,0,27,8,118,6,0.0,3,0
38.0,10,2,1,259,0,0,0,18,11,63,1,0.0,3,0
32.0,3,0,0,307,0,0,0,25,1,96,1,2.5,0,0
41.0,3,2,0,-29,0,0,0,29,1,41,2,2.0,2,0
41.0,11,2,2,849,1,1,0,12,5,100,4,0.0,3,0
26.0,3,0,0,47,1,0,0,18,5,63,1,0.0,3,0
60.0,1,2,0,2194,1,0,1,20,4,31,3,2.5,2,0
51.0,8,2,1,3413,0,0,0,27,8,146,6,0.0,3,0
24.0,8,0,2,1299,1,1,0,18,5,113,2,0.0,3,0
37.0,11,2,1,622,1,0,0,11,5,175,1,0.0,3,0
44.0,7,2,2,1901,0,0,0,6,8,165,2,0.0,3,0
74.0,1,1,3,166,0,0,0,13,8,99,1,0.0,3,0
50.0,7,2,2,1717,0,0,1,7,7,416,6,0.0,3,0
31.0,3,0,0,-160,1,0,2,28,5,202,2,0.0,3,0
31.0,5,2,2,89,0,0,2,7,5,297,3,0.0,3,0
25.0,3,0,0,493,1,0,2,4,6,301,1,0.0,3,0
39.0,10,2,0,2644,1,0,2,20,5,253,1,0.0,3,0
30.0,3,0,0,596,0,0,0,4,6,125,2,0.0,3,0
60.0,3,2,2,0,0,0,0,20,5,321,4,2.5,2,0
48.0,7,2,2,606,1,0,0,19,8,231,4,0.0,3,0
30.0,10,2,2,-346,1,1,0,22,7,88,1,0.0,3,0
43.0,8,0,2,550,1,0,0,13,5,107,2,0.0,3,0
44.0,7,0,3,237,1,0,0,25,7,54,1,0.0,3,0
29.0,11,0,2,415,0,1,0,28,1,161,1,0.0,3,0
46.0,2,2,2,-125,1,0,2,6,5,23,1,0.0,3,0
28.0,11,0,0,1984,1,0,0,4,5,32,2,1.0,2,0
34.0,10,2,0,121,1,0,1,18,5,57,6,0.0,3,0
42.0,3,1,0,266,0,1,0,28,1,228,1,0.0,3,0
59.0,1,2,2,1723,0,0,2,19,6,70,1,0.0,3,0
27.0,11,0,2,1049,0,0,1,29,1,389,3,0.0,3,0
36.0,11,2,3,21,0,0,1,20,11,35,1,0.0,3,0
34.0,11,0,2,341,1,0,2,8,5,195,1,0.0,3,0
30.0,3,2,0,233,1,0,2,14,5,382,6,0.0,3,0
50.0,7,2,0,247,0,0,2,23,5,173,1,0.0,3,0
50.0,7,2,0,3117,0,0,0,20,11,44,2,1.0,2,0
45.0,10,2,2,242,0,1,0,4,2,510,1,2.5,2,0
40.0,11,0,1,24,1,0,2,5,5,185,1,0.0,3,0
49.0,3,2,0,4087,0,0,0,17,11,325,2,0.0,3,0
54.0,1,2,2,1851,0,0,2,11,6,296,3,0.0,3,0
31.0,11,0,2,573,1,0,1,5,2,58,1,2.0,2,0
35.0,6,2,0,1178,1,1,0,15,4,220,2,2.5,2,0
34.0,11,2,0,748,1,1,0,6,5,161,1,0.0,3,0
48.0,5,1,2,-407,1,0,0,14,5,210,2,1.0,2,0
51.0,11,2,2,4087,0,0,0,29,8,8,6,0.0,3,0
47.0,2,0,0,2500,0,0,0,30,1,240,1,0.0,3,0
45.0,1,0,2,86,0,0,0,21,11,64,5,0.0,3,0
33.0,3,2,0,968,0,1,0,28,8,95,6,0.0,3,0
33.0,8,0,2,192,0,0,0,24,7,255,1,0.0,3,0
27.0,2,0,3,93,0,0,2,11,10,4,1,0.0,3,0
47.0,7,2,2,0,1,0,0,25,5,234,1,0.0,3,0
54.0,6,1,0,0,1,1,0,29,1,309,3,0.0,3,0
37.0,3,2,0,-491,1,0,0,5,2,80,2,0.0,3,0
43.0,4,2,1,1517,0,0,2,20,6,45,1,0.0,3,0
49.0,3,2,0,0,1,0,0,18,11,102,1,0.0,3,0
43.0,2,2,2,775,0,0,0,14,8,98,1,1.0,2,0
27.0,5,0,2,276,1,0,2,19,5,311,2,0.0,3,0
44.0,8,2,2,4087,1,1,0,15,5,195,1,0.0,3,0
37.0,3,1,0,0,1,0,0,11,5,217,6,0.0,3,0
50.0,8,2,2,901,1,0,2,20,6,8,6,0.0,3,0
50.0,10,2,3,431,1,0,0,20,4,12,5,0.0,3,0
52.0,8,2,3,911,0,0,2,20,6,29,2,0.0,3,0
26.0,5,0,2,96,0,0,0,6,5,606,1,1.0,2,0
35.0,7,2,2,0,1,1,0,17,11,199,1,0.0,3,0
47.0,8,1,2,-288,1,0,2,28,5,107,6,0.0,3,0
55.0,8,1,3,2923,1,0,2,15,5,104,2,0.0,3,0
26.0,11,0,3,16,0,1,0,8,7,249,2,0.0,3,0
37.0,6,2,2,744,1,1,0,21,8,161,3,0.0,3,0
56.0,11,2,3,551,0,0,2,29,5,27,1,0.0,3,0
33.0,3,2,0,322,1,0,0,16,4,77,3,0.0,3,0
36.0,11,2,2,199,1,0,0,9,7,183,1,0.0,3,0
32.0,3,0,0,0,0,0,0,22,8,360,2,0.0,3,0
30.0,7,0,0,0,0,0,0,28,8,262,6,0.0,3,0
39.0,3,0,0,633,0,0,0,19,11,105,2,2.5,2,0
28.0,3,0,0,203,0,0,0,29,1,145,2,0.0,3,0
36.0,6,0,0,583,0,0,0,30,1,859,1,1.0,1,0
39.0,5,0,2,2749,1,0,0,19,11,128,1,0.0,3,0
48.0,3,1,2,769,0,1,0,28,1,58,2,2.5,1,0
34.0,11,2,2,1924,1,1,0,1,4,161,2,1.0,2,0
50.0,11,2,3,1064,1,0,0,8,8,31,2,0.0,3,0
26.0,5,0,2,1099,0,0,0,15,1,99,2,2.5,1,0
35.0,10,2,2,2971,0,0,0,21,11,112,2,0.0,3,0
44.0,11,2,3,2657,1,0,2,20,6,202,2,0.0,3,0
47.0,3,2,2,21,1,0,0,18,11,229,2,0.0,3,0
62.0,3,2,0,0,0,0,0,13,4,113,3,2.5,2,0
55.0,3,0,0,0,0,0,0,3,11,222,3,2.5,2,0
26.0,3,0,0,4087,0,0,0,4,9,113,1,2.0,1,0
74.5,1,2,2,433,0,0,1,15,9,161,1,1.0,2,0
28.0,7,0,0,375,1,0,0,14,5,43,1,1.0,1,0
41.0,8,2,2,2399,1,0,0,15,5,303,2,2.0,2,0
25.0,7,0,0,148,0,0,0,23,7,421,1,0.0,3,0
40.0,10,1,0,224,0,0,2,20,6,606,1,0.0,3,0
35.0,11,2,3,147,1,0,0,5,5,358,1,2.5,2,0
65.0,1,1,2,744,0,0,0,5,7,182,1,0.0,3,0
40.0,6,0,0,-94,1,0,0,16,7,90,1,0.0,3,0
43.0,3,1,0,9,1,0,0,26,8,89,5,1.0,2,0
29.0,3,0,0,1218,0,0,0,30,1,258,2,0.0,3,0
48.0,3,0,2,1106,0,1,0,8,7,265,1,0.0,3,0
35.0,11,2,2,0,1,0,0,9,7,277,1,0.0,3,0
30.0,7,0,2,167,0,0,2,14,9,9,1,0.0,3,0
32.0,3,0,0,0,1,0,0,20,4,415,2,0.0,3,0
30.0,0,2,0,324,0,0,0,25,8,585,4,0.0,3,0
30.0,5,0,2,127,1,0,0,18,5,16,6,1.0,1,0
24.0,5,2,2,230,1,0,0,15,5,73,1,0.0,3,0
29.0,7,2,2,344,1,1,2,28,5,279,2,0.0,3,0
44.0,3,2,0,105,1,0,2,6,5,1033,2,0.0,3,0
42.0,11,2,2,634,1,0,0,24,7,256,2,0.0,3,0
45.0,9,2,3,317,1,0,0,8,4,325,2,0.0,3,0
57.0,9,2,3,2234,0,0,2,11,6,201,5,0.0,3,0
36.0,11,2,3,223,1,0,2,14,7,12,3,0.0,3,0
49.0,7,2,3,230,1,0,2,8,5,96,1,0.0,3,0
30.0,7,0,0,0,0,0,0,15,9,214,2,0.0,3,0
48.0,3,1,0,313,0,0,0,8,5,208,1,0.0,3,0
32.0,8,2,2,289,1,0,0,2,2,63,1,2.0,2,0
